userName,score,at,content,sentimen
Pengguna Google,1,7/1/2024 3:59,Min knp ya maksa bgttf suruh update,negatif
Pengguna Google,1,7/1/2024 3:45,"Saya udh pelunasan kartu kredit d BI cek in masih Ket blom lunas, d hub cs mnt surat keterangan lunas harus d lakukan penutupan, proses penutupan btuh 2minggu Lbh dan sampe hari ini belum ad kejelasan surat pelunasan yg d mnt malah d kasih email tnp lampiran yg d mnt d hub cs d sruh tngg lg dan gak bisa d mnt d bank lgs.. tolong lah kinerja gak bermutu bgt... Yg blom pke mendingan gak usah....",negatif
Pengguna Google,1,7/1/2024 2:57,Lemot tai,negatif
Pengguna Google,1,7/1/2024 0:40,Saya sudah isi data pas mau verifikasi muka kok tidak bisa dengan alasan layar tidak jelas padahal hari sudah siang kurang terang bagaimana aplikasi parah tolong data saya jangan di salah gunakan,negatif
Pengguna Google,1,7/1/2024 0:33,"Aplikasi gak guna . parah banget . udh bayar paylater tepat waktu tapi gak bisa di pake lagi , di layar paylater tidak tersedia . pembodohan parah .",negatif
Pengguna Google,1,6/30/2024 11:10,Mohon jangan kamu sebagai nasabah harus update aplikasi yang dimana tidak ada bermanfaat buat kami karena harus update sebulan 2x. Dimana yang dirugikan adalah hp kami jadi lemot.,negatif
Pengguna Google,1,6/30/2024 9:15,Jenius cuman ngambil data aja. Gak jelas kelanjutannya seperti apa. Tolong hapus data saya jangan di salahgunakan. terimakasih,negatif
Pengguna Google,1,6/30/2024 6:30,ya emng sejelek itu,negatif
Pengguna Google,1,6/30/2024 2:51,"Ngasih promo tapi promo susah digunakan buat apa coba, aplikasi e-bank terburuk yang pernah saya pakai!!!!!!",negatif
Pengguna Google,1,6/30/2024 0:11,"Gabisa reset pwd krn ga pernah terima sms reset pwd n cm liat popup box ""terjadi kesalahan""",negatif
Pengguna Google,1,6/29/2024 10:43,"Untung nya gua belum sempat isi saldo. Aplikasinya tiba"" eror..",negatif
Pengguna Google,1,6/29/2024 4:05,bos apk nya buat reg lama perbaiki,negatif
Pengguna Google,1,6/29/2024 1:23,Aplikasinya aneh.... Sudah lemot pas registrasi cuma lihat email bentar harus ulang lagi dari awal..diperbaiki aja..... Menyusahkan,negatif
Pengguna Google,1,6/28/2024 8:33,Aduh gimana si ini bobrok banget udah 2 kali telfon call center nya tapi ga ada hasil. Padahal cuma mau unlink device loh. Apa udah ga bisa saya buka aplikasi jenius saya di hp yg sekarang?,negatif
Pengguna Google,1,6/28/2024 7:24,Belum apa apa appnya udah gak bisa di buka parah bener ini app,negatif
Pengguna Google,1,6/27/2024 18:25,"MODE QR NYA KAGAK BENER, TOLONG DI BENERIN",negatif
Pengguna Google,1,6/27/2024 12:55,Ga nyaman pake jenius. Mau login di perangkat baru harus telpon CS. Beda kaya bank lain. Cuman OtP cukup. Semoga keluh kesah di dengar,negatif
Pengguna Google,1,6/27/2024 7:02,Hati hati sandi di blok,negatif
Pengguna Google,1,6/27/2024 2:36,Aplikasi taik ngak bisa gw ambil gaji njir lemot parah,negatif
Pengguna Google,1,6/27/2024 2:28,Lodingnya lambat banget,negatif
Pengguna Google,1,6/27/2024 1:43,Aplikasi ter lelet,negatif
Pengguna Google,1,6/27/2024 1:24,"Loginnya lemot bangat. Udh banyak yang mengeluh tapi sepertinya pihak jenius g menanggapi serius masalah ini, mungkin yang baru mau coba bisa dipertimbangkan pakai bank lain",negatif
Pengguna Google,1,6/27/2024 0:58,"kenapa ga bisa ke buka ya aplikasi jenius.udah berulang""tetap aja ga bisa.",netral
Pengguna Google,1,6/26/2024 23:09,Aplikasi ke buak tiba tiba dapat notifikasi bungan dinaikan jadi 1.9% dari 1.7% hebat jenius emang pas mau buka aplikasinya gak bisa,negatif
Pengguna Google,1,6/26/2024 22:29,Terlemot terlama dan ga connet2..... Ada apa ni aplikasi yak? Apa lagi pembaharuan system atau gmna ya? Eror ni di tanggal 26 Juni sampai 27 juni nih....gabisa dibuka,negatif
Pengguna Google,1,6/26/2024 22:28,"Bunga flexicash dari 0,99% NAIK kamis 27/06/2024 ini JADI 2,40% flat perbulan setara 54% pertahun. Kek pinjol aja wkwkwk. Mending lunasin",negatif
Pengguna Google,1,6/26/2024 19:33,"Dah dua hari ini gak bisa buka aplikasi jenius... Pas klik ikon sih terbuka, banner awal warna biru, tapiiiii pas mau masukin pin gak bisa, kok yaaa muter terus... Biji mana ini!!!... Saya gabung dr awal ada jenius, pas saya masih kerja d btpn, br kali ini kesusahan bertransaksi.",negatif
Pengguna Google,1,6/26/2024 15:46,"Aplikasi yang tidak konsisten. Pinjaman Flexi cash di awal persetujuan 2.75% sekarang secara sepihak menaikkan suku bunga tanpa persetujuan. Buat kalian jangan sampai pinjam di jenius, sukaÂ² mereka aja buat keputusan tanpa persetujuan.",negatif
Pengguna Google,1,6/26/2024 13:15,Maintenance tanpa pemberitahuan,negatif
Pengguna Google,1,6/26/2024 9:22,nunggu pembuatan nya lama banget 7x24 jam,negatif
Pengguna Google,1,6/26/2024 8:56,"bahaya ini bank... setelah daftar & isi saldo, aplikasi jadi susah masuk harus menggunakan koneksi jaringan yg lain, telp ke CS jawabannya berbelit2, setelah bisa login sy kosongkan saldonya, hapus aplikasinya... jika belum yakin membuat suatu online perbankkan jangan di publish dulu. merugikan nasabah",negatif
Pengguna Google,1,6/26/2024 8:15,"Pelayanan terlalu Rasis, hanya orangÂ² berduit dan berdasi yang bisa mengajukan pinjaman..",negatif
Pengguna Google,1,6/26/2024 4:13,"tidak sesuai dengan nama aplikasinya, terlalu rumit dan ribet",negatif
Pengguna Google,1,6/26/2024 3:50,koq hari ini aplikasi nya ga bisa dibuka ya,netral
Pengguna Google,1,6/25/2024 23:30,Akun tidak membantu malah merepotkan knpa kndala nya pada aplikasi tersebut dimana akun saya belum juga aktif mau mengajukan tapi syangnya akun nya msh dlm keadaan non aktif mohon kerja sama nya,negatif
Pengguna Google,1,6/25/2024 21:37,Parah nih..masa telat 1 hari dendanya di hitung langsung sebulan 150 ribu .gila2.....UDAH LUNAS ga lagi2 gw pinjem dibank BTPN/JENIUS....,negatif
Pengguna Google,1,6/25/2024 20:21,Bunga flexi cash per hari ini dinaikin dr 2% jadi 2.15%. Smentara bunga tabungan rendah sekali dibandingkan bank digital lainnya. Makin gak menarik ini jenius.,negatif
Pengguna Google,1,6/25/2024 13:47,SUMPAH INI PLIKASI GA JELASðŸ‘Ž,negatif
Pengguna Google,1,6/25/2024 13:38,Gak naik naik limit padahal transaksi puluhan juta setiap bulannya ..bayar cicilan tepat waktu .gak pengaruh.,negatif
Pengguna Google,1,6/25/2024 13:21,Minimal dibenerin lemot banget pas lagi butuh butuhnya,negatif
Pengguna Google,1,6/25/2024 12:49,Saya mohon bank bisa nolongin saya mau pinjam uang kok gak bisa di proses teus bisa apa gak,netral
Pengguna Google,1,6/25/2024 12:39,"Error ga bisa masuk loading trs, di unistall trs download lagi tetap sama loading trs",negatif
Pengguna Google,1,6/25/2024 12:21,Apk tiba-tiba ga kebuka untung ada saldo cuman 1rb.. Kalo gede rugi nih,negatif
Pengguna Google,1,6/25/2024 11:08,"Kenapa ga bisa login,Aplikasi ga jelas di email pun ga di balas",negatif
Pengguna Google,1,6/25/2024 7:22,Pengalaman sy di jenius flexicash.rugi karena kena chas bayar lebih awal bukanya kena denda kalau kita telat bayar ..denda nya gede sampe 100 sy 2 kali bener merugikan sy lumayan itu uang 200 bs buat lunasin cicilan,negatif
Pengguna Google,1,6/25/2024 3:37,Pembayaran jatuh tempo diteror abisÂ²an udh dilunasin pun masih terus ditelpon!!!!!,negatif
Pengguna Google,1,6/24/2024 23:54,"Parah ini, 3 minggu masih gak bisa login. Gak ada update yg bagus",negatif
Pengguna Google,1,6/24/2024 23:07,"Aplikasinya LEMOT BANGET, LOADING NYA LAMAAAA GAK BISA SAT SET",negatif
Pengguna Google,1,6/24/2024 23:06,"Aplikasi lelet, setiap mau dibuka selalu aja mintak update.",negatif
Pengguna Google,1,6/24/2024 16:39,Aplikasi bank terlemot,negatif
Pengguna Google,1,6/24/2024 14:54,Jelek sekali,negatif
Pengguna Google,1,6/24/2024 14:33,"Wah baru daftar,nko diterror anj*ng, gaka ada aku pinjam uang disini.. parah",negatif
Pengguna Google,1,6/24/2024 8:24,"Nyesel aktivasi online yang ikut promo cashback 100â„…, sudah mengikuti S&k tapi sampai saat ini tidak masuk, sumpah nyesel banget pake jenius gak lagi2 deh pakai apk ini buruk bintang 1",negatif
Pengguna Google,1,6/24/2024 4:27,"nysel bngt download apk nya uang nya ngk cair harus konfirmasi dlu,,, astagaaaaaaa kalo bukan buat hal penting astaga ðŸ˜­ðŸ˜­ðŸ˜­",negatif
Pengguna Google,1,6/23/2024 14:24,"Terlalu ribet, untuk login harus pake nomor telepon terus, tidak ada opsi pakai nomor WhatsApp, dan juga aplikasi tidak sinkron ketika kita ganti nomor telepon, kecewa berat, sudah 2 akun saya daftarkan kesini, hasilnya gagal semuanya, tolong di perbaiki btpn grup !!!",negatif
Pengguna Google,1,6/23/2024 13:13,"Sangat lama prosesnya, saran saya pake aplikasi lain jgn ini",negatif
Pengguna Google,1,6/23/2024 13:13,"Buset deh sidik jari tidak dikenal pin salah katanya password juga salah, padahal baru aja bikin",negatif
Pengguna Google,1,6/23/2024 12:58,apk terparah...ganti hp aja harus nelpon..untung aja udh tarik semua uang di jenius..,negatif
Pengguna Google,1,6/23/2024 12:53,Payah parah,negatif
Pengguna Google,1,6/23/2024 11:25,"Aplikasi gilak! Udh update apk, udh coba hapus cache, 11 kali saya melakukan payment pake scan QR gagal terus.",negatif
Pengguna Google,1,6/23/2024 10:03,Ribet banget asli,negatif
Pengguna Google,1,6/23/2024 9:27,"Saya kurang puas dengan pelayanan aplikasinya, sebab saya 2x video call dan hubungi CS nya,malah belum solusinya,sampai sekarang akun saya belum aktif juga",negatif
Pengguna Google,1,6/23/2024 7:05,"Gk bisa register gk bisa login,gk ada imel masuk juga Bnyak dosa yah lu jenius,jenius aplikasi yg gk jenius",negatif
Pengguna Google,1,6/23/2024 5:59,Sangat tidak rekomendasi nh bank Abis deposit akun jenius saya tidak bisa di buka ' hilang 3 juta rupiah dalam sekejap Sangat tidak di sarankan pakai ini bank BAD APLICATION,negatif
Pengguna Google,1,6/22/2024 15:49,Hapus akun/data saya. Terima kasih,netral
Pengguna Google,1,6/22/2024 10:59,"Sudah verifikasi dibantu oleh CS KCP purwakarta hasilnya gagal, melalui video call, hasilnya gagal juga. Trus harus gemana lagi.. kalau gak dipaksa oleh kantor untuk pembayaran salary, gak mau saya jadi nasabah bank ini..",negatif
Pengguna Google,1,6/22/2024 6:19,"benar2 ribet skali, mau aktifasi saja susah, pdhal sdh memasukkn data dll, sy mau uninstall app ini, tolong Hapus data sy, jangan disalah gunakan",negatif
Pengguna Google,1,6/22/2024 0:35,"Lama banget proses pengajuannya, orang lagi perlu uang iniðŸ˜”,",negatif
Pengguna Google,1,6/21/2024 20:34,"aplikasi apaan ini ? kaga jelas foto ktp udh bener masa ga bisa bisa, masa iya hindari background biru gmna ceritanya bos? itu yg bikin dukcapil bos bukan gua ,kaga jelas",negatif
Pengguna Google,1,6/21/2024 15:51,"Mau tutup aja udah aplikasinya, limit kartu kredit cuma 3jt, annual fee 600rb, jomplang banget,mendingan kartu kredit BRI saya limit 22jt annual fee gratis seumur hidup,pokoknya bulan ini ga naik limit mendingan saya tutup saja udah,males pakek kartu kredit pelit limit",negatif
Pengguna Google,1,6/21/2024 13:44,"Ada apa ini? Lama tidak buka jenius, skalinya buka jenius kayak gk ada gunanya lagi. Wkwkw Rating play store hancur, aplikasi lemot, ngajuin flexi ulang"" ga tembus, padahal bank lain malah nawarin berbagai macam kredit. Tapi saya hnya mau di bank yang sudah saya pakai aj, tapi klo jenius gk bisa ngasih gini, lantas jenius kegunaannya dimana?? Sesuatu yang sudah tidak bermanfaat pasti akan di buang juga.. sama halnya dengan ini.. thx jeni sudah menemani beberapa waktu..",negatif
Pengguna Google,1,6/21/2024 11:07,"Bisa2 nya tf ke bank lain tapi tidak ada laporan terkirimnya, dan juga tidak terkirim ke bank yang di tuju, saldo juga berkurang. Mohon di perbaiki di bagian laporan in and out nya Tanggapan dari pihak jeniusnya juga lama.",negatif
Pengguna Google,1,6/21/2024 6:35,"Apk ribet baget mau masuk aja paswod salah melulu, padahal udh di riset, trs gmn mau byr tagihan",negatif
Pengguna Google,1,6/21/2024 6:16,Gabisa bikin password padahal jaringan lancar,negatif
Pengguna Google,1,6/21/2024 1:08,feesible sampai 120rb,netral
Pengguna Google,1,6/20/2024 10:11,"Ini bank emang paling gila kalo soal potong memotong sma denda,,bayar lebih awal cma beda bbrapa jam kena penalty 100 ribu,,bercanda lu jenius...memiskinkan",negatif
Pengguna Google,1,6/20/2024 5:26,sumpah dah ini apk ngeselin nomernya salah satu angka salah aja masih bisa ke lanjut ga bisa di ulangðŸ¤¦ðŸ½â€â™‚ï¸,negatif
Pengguna Google,1,6/20/2024 3:27,Apk gaguna udah daftar ke logout mau login lg gabisa gajelas nih aplikasii tolol,negatif
Pengguna Google,1,6/20/2024 0:45,"Setelah Update, tidak bisa login lagi",negatif
Pengguna Google,1,6/20/2024 0:43,"Pelayanan yg sangat mengecewakan,cicilan belum jatuh tempo dana sudah ditahan. Fix ngk akan ajukan pinjaman apapun disini. Semua dana yg masuk ditahan untuk angsuran yg belum jatuh tempo",negatif
Pengguna Google,1,6/19/2024 15:54,"Sistem pembayaran pinjaman flexi cash yg sangat tidak adil , kita tidak bisa leluasa bayar mana dulu pinjaman yang terlambat justru sistemnya sangat licik bukannya membayarkan secara urut tunggakan ketika kita isi saldo malah sistem auto bayarnya dibagi kesemua pinjaman ,. Dan sekarang ketika mau bayar lebih awal kena pinalti 50 rb padahal cicilannya cuma 100 rb an / bln ,sungguh aturan dg sistem pemerasan pd nasabah",negatif
Pengguna Google,1,6/19/2024 12:53,"aplikasi pling lemot,mau transaksi aja lemotnya minta ampun,biaya tf dan tarik tunai mahal,pokoknya aplikasi ribet",negatif
Pengguna Google,1,6/19/2024 12:48,Ngerii telat 1hari aja.. Denda 150.x telat 7 hari.. Udh kaya itu yang punya aplikasi wkwkwk.. Saya trus udh bayar kenpa saldo di tahan bukan nya masuk ek cicilan!!,negatif
Pengguna Google,1,6/19/2024 11:53,Hampir semua komennya jelek. Emang kenyataanya semua yg komenny jelek itu kenyataan. Tidak bisa login...tidak bisa reset. Ribet.,negatif
Pengguna Google,1,6/19/2024 10:33,"Gila ini aplikasi terlambat 1 hari biaya denda 150 ribu, itupun telat karena lupa karena sibuk, gak ada pemberitahuan tagihan ke whats up.. Lebih2 dari lintah darat nih aplikasi, lebih2 dari pinjol yg lain 1 hari telat parah dendanya. Gak bakal berkah",negatif
Pengguna Google,1,6/19/2024 10:00,"Awas yang mau download aplikasi ini harap hati-hati ,, ini btpn cuma mau ngambil data kita saja setelah itu ga akan bisa login lagi di karnakan pin dan pasword salah padahal baru bikin dan baru aktivasi ,, mohon pikir 2 kali klo mau download aplikasi ini",negatif
Pengguna Google,1,6/19/2024 6:47,Aplikasi yang sangat ribet bnr bnr ribet,negatif
Pengguna Google,1,6/19/2024 6:04,"Kalo bisa jangan ada yg pake jenius deh, ga informatif kalo ada biaya lain hal. Ga di kasih tau ke nasabah ada biaya layanan aplikasi. Jangan sampe nyesel dikemudian hari",negatif
Pengguna Google,1,6/19/2024 4:30,"Hampir kena tipu sama Abang Abang di mall ,katanya di bakalan TF 1 JT tp saya TF balik . Masalahnya kalau di kerja di bank ini di tfnya pake bank ini tapi malah bank lain .jadi ga menjamin",negatif
Pengguna Google,1,6/19/2024 3:48,"aplikasi payah, pasword sudah benar tapi di bilang salah terus. dan mau ganti pasword otp ga di kirim2. kalo ga bisa bikin aplikasi better jangan bikin lah, ini mah merugikan pengguna",negatif
Pengguna Google,1,6/19/2024 3:39,Gk ada limit credit Sudah nunggu lama sampai seminggu akhirnya di tolak Ngabisin kuota aja ni aplikasi,negatif
Pengguna Google,1,6/19/2024 2:55,Udah masukin pin ttp gak bisa masuk. Telp cs nya gada yg angkat,negatif
Pengguna Google,1,6/18/2024 15:24,Aplikasi sangat buruk. GAK GUNA. Tidak rekomendasi. Verifikasi ribet.,negatif
Pengguna Google,1,6/18/2024 14:07,Gua disuruh deteksi wajah sudah sesuai arah malah ga kedeteksi tolol bgt emg,negatif
Pengguna Google,1,6/18/2024 12:17,Aplikasi lemot,negatif
Pengguna Google,1,6/18/2024 8:27,Kapan aplikasi jenius kembali normal,netral
Pengguna Google,1,6/18/2024 4:41,"Proses ribet, selalu tertera ""maaf terjadi kesalahan,,silahkan coba beberapa saat"". Dari dulu kok tetap gitu aja, tak ada pengembangan aplikasi apa ya? Dulu pernah coba juga kayak gini, mana tidak ada pusat bantuan (live chat), adapun telfon berbayar, sekelas bank nasional kok kayak gini.",negatif
Pengguna Google,1,6/18/2024 3:00,Susah banget mau daftar flexi cash gk pernah acc,negatif
Pengguna Google,1,6/17/2024 16:14,Proses pengajuan terlalu lama (14hr kerja). Sampai sekarang masih dalam proses terus. padahal berharap penuh agar disetujui karna ad keperluan pendidikan anak. pengen uninstall aplikasi dan menghapus dataÂ² pribadi. Lebih gampang dan cepat pinjol deh.,negatif
Pengguna Google,1,6/17/2024 15:34,"Aplikasi sering eror, loadingnya lama, susah mau transfer ke bank lain, sering ngehang...",negatif
Pengguna Google,1,6/17/2024 12:32,"aplikasi teribet, ngisi data lama bgt ini itu. harus hafal pin sama pw bikin ribet. aplikasinya kurang manfaat",negatif
Pengguna Google,1,6/17/2024 4:50,Aplikasi nya payah,negatif
Pengguna Google,1,6/17/2024 4:36,"Aplikasi paling ribet dikit dikit harus tlpn dan nge email , iya klo langsung selesai mana nunggunya berhari"" Ini bener bener ribet ga recomended",negatif
Pengguna Google,1,6/16/2024 17:52,bngsat eror,negatif
Pengguna Google,1,6/16/2024 7:56,aplikasinya aneh. puluhan kali coba masuk konfirmasi pasword aja ga bisa,negatif
Pengguna Google,1,6/16/2024 5:20,Perkara unlink device tidak ada solusi . padahal email sama no handphone sudah tertera kenapa musti nunggu video call dulu si . mana 30 mntan gak ada perubahan,negatif
Pengguna Google,1,6/16/2024 4:04,"Tolonglah, saya pengguna jenius sejak awal di promosikan, giliran mau ganti hp dan pindahkan aplikasi, malah di buat ribet sekali, mana gaji sya masuk ke rek jenius, makin lama makin parah saja jenius ini.",negatif
Pengguna Google,1,6/15/2024 23:02,Nyesel pake jenius. Biaya admin bulanannya 80.000,negatif
Pengguna Google,1,6/15/2024 21:51,Gak bisa pasang pin dan password,negatif
Pengguna Google,1,6/15/2024 12:46,"Tiba-tiba saldo gue kepotong 120k padahal gak ngapa-ngapain, nyesel bangat gue nyimpan uang disini",negatif
Pengguna Google,1,6/15/2024 12:24,"parah banget ini pinjaman di Flexi saver, telat sehari denda 100rb. bayar lebih awal malah kena biaya 100rb juga ðŸ‘ŽðŸ»",negatif
Pengguna Google,1,6/15/2024 10:50,"layanan busuk, tukang potong saldo gajelas !",negatif
Pengguna Google,1,6/15/2024 6:09,"Aplikasi TERRIBET yang pernah saya temui. Aplikasi Lemot parah, loading terus lama sekali. Yg Utama TERRIBET yaitu Setiap transaksi(transfer uang) Harus memasukkan Pasword!. Banyak Aplikasi bank2 sebelah cukup memasukkan PIN transaksi, TIDAK perlu memasukkan pasword yg sangat RIBET. Karena menghafal pin lebih mudah darioada menghafal pasword yg kombinasinya Ribet!!! Semoga RATING dan KRITIK ini bisa dijadikan salah satu acuan untuk mengembangkan aplikasinya! Sekian dan Srima Katih",negatif
Pengguna Google,1,6/15/2024 3:34,Payah ini aplikasi? Sudah pengajuan credit card? Slip gaji juga sudah jelas? Tapi susah acc nya?,negatif
Pengguna Google,1,6/15/2024 2:31,Aplikasi parah ga layak buat nabung jug karna maenn potong potong aja...pembayaran aja belum jam 12 malem udah kena denda ...buat kalian jangan terjebak ya karna ini parah potonganya sadis...tagihan belum jam 12 Ja udah kena denda sampe 50 tp giliran kita bayar dari pagi malah kena potongan krtu parahh pokoknya kapok bangeeet,negatif
Pengguna Google,1,6/15/2024 1:16,"Apk bagus sih tapi aneh, pengajuan fleksi cast nya hilang tiba,dan pengajuan kartu kredit susah di acc",negatif
Pengguna Google,1,6/14/2024 22:32,saldo tiba-tiba kepotong,negatif
Pengguna Google,1,6/14/2024 12:44,"Aktf paylater baru pinjam 2x ga pernah telat sama sekali,pas di bayar saldo ga balik lagi,parah si jenius,malah suruh pengikian data,udh di tlp customer service tetap masih seperti itu,maaf bintang satu dlu, klau udh balik limit baru bintang lima",negatif
Pengguna Google,1,6/14/2024 10:10,"Very bad. Pelayanan pinjamannya cuma ngeprank doang. Ditawarin tapi ditolak,ngapain nawarin cuk. Auto buang ke wc. Jangan di download. Percuma!!!",negatif
Pengguna Google,1,6/14/2024 7:59,Rungkad,negatif
Pengguna Google,1,6/14/2024 5:11,"mau login susah,trus contak help sulit dihubungi,apalagi chat gak bisa digunakan",negatif
Pengguna Google,1,6/14/2024 4:25,"Gila biaya pembayaran kartu kredit dari bank lain,kena potongan 50 RB .. Wkwkwkwk paling gede ya di antara semua bank",negatif
Pengguna Google,1,6/13/2024 22:32,"Parah , ganti device ga bisa login. Udh verifikasi wajah berkali kali masih ga bisa ðŸ‘Ž",negatif
Pengguna Google,1,6/13/2024 20:28,"Pengajuan CC di Jenius kenapa tidak disetujui? di Bank lain dapat limit lumayan, BNI 20jt, NEX 10jt, OVO Ucard 10jt",netral
Pengguna Google,1,6/13/2024 13:18,"Kocak verifikasi wajag susah banget,di suruh kedip, udah capek kedit gk pernah ke detect,terus kalau berhasil setiap verifikasi pasti gagal,agak heran gua, sedangkan bank jago,dll kalai verifikasi wajah wush satset gk pakai lama, tolong ya jenius bug yg ini di fiks dulu,sangat menggangu",negatif
Pengguna Google,1,6/13/2024 8:57,"Gk akan isi saldo klo di tolak flaxi cashnya,. Saya SUDH hapus aplikasi ini.. jgn salah gunakan data sya...",negatif
Pengguna Google,1,6/13/2024 7:42,"Yang saya kawatirkan beneran terjadi kan cicilan masih banyak aplikasi ga bisa di buka , setiap masukan pin loading ga kebuka buka gila kecewa banget dulu juga pernah ,pasword tidak salah tapi ga bisa dibuka saya ajuin komplain bisa , tapi ini seperti ini lagi padahal cicilan saya masih banyak gimana mau bayar sedangkan aplikasi seenaknya sendiri kaya gini . Sangat sangat mengecewakan kalau ada agen ke rumah saya , saya juga mau marah juga suruh siapa jadi aplikasi gabisa dibuka.",negatif
Pengguna Google,1,6/13/2024 0:10,"Sangat meresahkan, dulu ma lancarÂ² aja, sekarang gk bisa login, disuruh halhs data di perangkat yg lama, padahal dr awal daftar hpnya tetep ini, gk ada ganti hp lain, nomernya, emailnya jg tetep, coba gk ada isinya, gk akan komen gini aku",negatif
Pengguna Google,1,6/12/2024 21:17,Baru isi saldo tiba tiba saldo ketarik. Gapernah pake sebelumnya kena biaya fee. Harusnya tarik orang yang make aplikasi aja. Udh daftarnya dipaksa kena fee pula. Ga ikhlas,negatif
Pengguna Google,1,6/12/2024 18:10,Lelet berat,negatif
Pengguna Google,1,6/12/2024 12:23,Udah verifikasi nggak bisa login maunya apa sih ini aplikasi udah mah duitnya udah nyangkut lagi di situ error trus,negatif
Pengguna Google,1,6/12/2024 10:35,"Aplikasi penipuan, udah ngajuin dan ACC Rp. 3.900.000 tp pas mau mindahin saldo malah di blokir, di suruh pengkinian data udah d lakuin eh malah skrng di blokir permanen, kan aneh, padahal data bersih, tolong dong jangan suka permainin nasabah. Lebih baik dr awal gak usah di ACC.",negatif
Pengguna Google,1,6/12/2024 9:13,"Sekarang mau log in aja kok susah ya,padahal sgnal bagus Mohon diperbaiki",negatif
Pengguna Google,1,6/12/2024 8:09,"Jenius aplikasi paling ribet menurut saya,ketika hp di reset tidak bisa masuk lagi ,dengan keterangan masih tertaut diperangkat lama,padahal harusnya ketika aplikasi sudah dihapus otomatis keluar perangkat dong.ini ribet harus telpon ke cs yg biaya telponnya cukup mahal,tidak seperti bank lain cukup verivikasi saja,",negatif
Pengguna Google,1,6/12/2024 7:39,Buruk aplikasinya,negatif
Pengguna Google,1,6/12/2024 6:25,Banyak spam telpon dari jenius,negatif
Pengguna Google,1,6/12/2024 5:50,"Kenapa punya saya lama banget proses aktif nya, padahal udah melakukan verifikasi video call",negatif
Pengguna Google,1,6/12/2024 3:34,"Gua kasih bintangâ­ karena gua bingung tiba-tiba gue kena denda padahal dana yg gua bayar udh pas, tagihan 495,gua tf 500 malah kena denda keterlambatan WTF",negatif
